"","region","saleYear","volume","volCS","volShare","volGrowth","medPrice","priceGrowth"
"276","federal way",1998,1474,34021,0.0433261808882749,-0.084540237685395,152050,0.0414383561643847
"277","federal way",1999,1431,33331,0.0429330053103717,-0.00907478041780441,162000,0.0654390003288376
"278","federal way",2000,1372,31196,0.0439799974355687,0.024386648864388,173000,0.0679012345679011
"279","federal way",2001,1236,30855,0.0400583373845406,-0.0891691741631718,182000,0.0520231213872835
"280","federal way",2002,1405,33613,0.0417993038407759,0.0434607767048061,193000,0.0604395604395607
"281","federal way",2003,1534,39941,0.0384066498084675,-0.0811653238348629,204950,0.0619170984455966
"282","federal way",2004,1670,43322,0.038548543465214,0.0036945075254966,229500,0.119785313491096
"283","federal way",2005,1960,45181,0.0433810672627875,0.125362033508071,270000,0.176470588235292
"284","federal way",2006,1604,39609,0.0404958469034815,-0.0665087454356128,302880,0.121777777777778
"285","federal way",2007,1126,31419,0.0358381870842484,-0.115015740511226,316337.5,0.0444317881669309
"286","federal way",2008,686,20255,0.0338681806961244,-0.0549694766505036,291500,-0.0785158256608838
"287","federal way",2009,636,19232,0.0330698835274542,-0.0235707130487092,240000,-0.176672384219554
"288","federal way",2010,651,20732,0.03140073316612,-0.0504734272785847,245000,0.0208333333333321
"289","federal way",2011,734,21948,0.0334426827045744,0.06502872170697,205000,-0.163265306122448
"290","federal way",2012,975,28077,0.0347259322577198,0.0383716092539985,195000,-0.0487804878048783
"291","federal way",2013,1192,33382,0.0357078665148883,0.0282766852702747,227916,0.168800000000001
"292","federal way",2014,1163,31845,0.0365206468833412,0.0227619414930329,246000,0.0793450218501555
"293","federal way",2015,1281,34417,0.0372199784989976,0.0191489383495946,277500,0.128048780487804
"294","federal way",2016,1374,33824,0.0406220435193945,0.0914042715121002,305000,0.0990990990990996
"295","hunts point",1996,5,27516,0.000181712458206135,-0.674119673029398,1130000,1.4366576819407
"296","hunts point",1997,15,31821,0.000471386820024512,1.59413594795889,970000,-0.141592920353981
"297","hunts point",1998,11,34021,0.000323329708121454,-0.314088357191147,2450000,1.52577319587629
"298","hunts point",1999,14,33331,0.000420029402058144,0.299074571583647,959722,-0.608276734693878
"299","hunts point",2000,12,31196,0.000384664700602641,-0.0841957760152398,1504500,0.567641462840279
"300","hunts point",2001,14,30855,0.000453735213093502,0.179560308972074,952500,-0.366899302093718
"301","hunts point",2002,8,33613,0.000238003153541784,-0.47545804981916,608500,-0.361154855643045
"302","hunts point",2003,13,39941,0.000325480083122606,0.367545254250018,1e+06,0.643385373870173
"303","hunts point",2004,6,43322,0.000138497760952865,-0.574481609983203,610000,-0.39
"304","hunts point",2005,24,45181,0.000531196741993316,2.83541754277241,1457500,1.38934426229508
"305","hunts point",2006,18,39609,0.000454442172233583,-0.14449367567977,1963750,0.347341337907377
"306","hunts point",2007,12,31419,0.000381934498233553,-0.159553136637067,3500000,0.782304264799489
"307","hunts point",2008,4,20255,0.000197482103184399,-0.482942483337448,1748000,-0.500571428571428
"308","hunts point",2010,7,20732,0.000337642292108817,0.709736156666025,5400000,2.08924485125858
"309","hunts point",2011,7,21948,0.00031893566611992,-0.0554036814288317,1600000,-0.703703703703704
"310","hunts point",2012,11,28077,0.000391779748548634,0.228397417306489,4425000,1.765625
"311","hunts point",2013,9,33382,0.000269606374692948,-0.311841983431463,3600000,-0.186440677966103
"312","hunts point",2014,16,31845,0.000502433663055425,0.863582282235131,729500,-0.797361111111111
"313","hunts point",2015,20,34417,0.000581108173286457,0.156586861144203,1600000,1.1932830705963
"314","hunts point",2016,11,33824,0.000325212866603595,-0.440357438505203,3450000,1.15625
"315","issaquah",1996,399,27516,0.0145006541648495,-0.0609215244463827,228500,0.0411208565895884
"316","issaquah",1997,517,31821,0.0162471323968448,0.120441340931286,248000,0.0853391684901521
"317","issaquah",1998,510,34021,0.0149907410129038,-0.0773300391264763,273625,0.103326612903226
"318","issaquah",1999,581,33331,0.017431220185413,0.16279910181948,314000,0.147555961626313
"319","issaquah",2000,471,31196,0.0150980894986537,-0.133847812255378,317000,0.00955414012738842
"320","issaquah",2001,517,30855,0.0167557932263815,0.109795595520586,339950,0.0723974763406938
"321","issaquah",2002,669,33613,0.0199030137149317,0.187828797242202,408000,0.200176496543611
"322","issaquah",2003,1016,39941,0.0254375203425052,0.278073798613792,450000,0.102941176470589
"323","issaquah",2004,1431,43322,0.0330317159872582,0.298543078983346,455000,0.0111111111111108
"324","issaquah",2005,1443,45181,0.0319382041123481,-0.0331049066700598,458900,0.00857142857142779
"325","issaquah",2006,1196,39609,0.030195157666187,-0.0545755935440095,574074.5,0.250979516234474
"326","issaquah",2007,782,31419,0.0248893981348865,-0.175715576317123,616000,0.0730314619443995
"327","issaquah",2008,521,20255,0.025722043939768,0.0334538344546924,570000,-0.0746753246753249
"328","issaquah",2009,450,19232,0.0233985024958403,-0.0903326908766897,489900,-0.140526315789473
"329","issaquah",2010,508,20732,0.0245031834844685,0.0472116106073273,504997.5,0.0308175137783211
"330","issaquah",2011,560,21948,0.0255148532895936,0.0412872803146733,498500,-0.0128664003287147
"331","issaquah",2012,774,28077,0.027567047761513,0.0804313647672983,460000,-0.0772316950852562
"332","issaquah",2013,973,33382,0.0291474447306932,0.0573292063354944,519000,0.128260869565219
"333","issaquah",2014,798,31845,0.0250588789448893,-0.140271842817785,545000,0.0500963391136802
"334","issaquah",2015,787,34417,0.0228666066188221,-0.0874848524105397,605000,0.110091743119265
"335","issaquah",2016,772,33824,0.0228240302743614,-0.00186194415159269,663150,0.0961157024793404
"336","kenmore",1996,311,27516,0.0113025149004216,0.11655437452724,172000,0.0424242424242416
"337","kenmore",1997,367,31821,0.0115332641965997,0.0204157480181284,179000,0.0406976744186049
"338","kenmore",1998,369,34021,0.0108462420269833,-0.059568753295268,202500,0.131284916201118
"339","kenmore",1999,371,33331,0.0111307791545408,0.0262337062781395,215000,0.0617283950617284
"340","kenmore",2000,339,31196,0.0108667777920246,-0.0237181385822843,241000,0.120930232558139
"341","kenmore",2001,316,30855,0.0102414519526819,-0.0575447341714911,240000,-0.00414937759335998
"342","kenmore",2002,396,33613,0.0117811561003183,0.150340416061146,281500,0.172916666666666
"343","kenmore",2003,508,39941,0.0127187601712526,0.0795850647381648,297725,0.0576376554174061
"344","kenmore",2004,553,43322,0.0127648769678224,0.00362588773974926,328800,0.10437484255605
"345","kenmore",2005,575,45181,0.0127265886102565,-0.00299950854695619,384300,0.168795620437957
"346","kenmore",2006,491,39609,0.0123961725870383,-0.0259626545130826,430000,0.118917512360135
"347","kenmore",2007,333,31419,0.0105986823259811,-0.145003649185774,470000,0.0930232558139528
"348","kenmore",2008,262,20255,0.0129350777585781,0.220442066356655,509975,0.0850531914893624
"349","kenmore",2009,304,19232,0.0158069883527454,0.222024996507094,397500,-0.220550026962106
"350","kenmore",2010,374,20732,0.0180397453212425,0.141251256638607,377825,-0.0494968553459131
"351","kenmore",2011,265,21948,0.0120739930745398,-0.330700469461606,345000,-0.086878846026599
"352","kenmore",2012,339,28077,0.0120739395234534,-4.43524243642912e-06,375000,0.0869565217391308
"353","kenmore",2013,387,33382,0.0115930741117968,-0.0398267202450794,415000,0.106666666666665
"354","kenmore",2014,453,31845,0.0142251530852567,0.227038915483306,455000,0.0963855421686759
"355","kenmore",2015,520,34417,0.0151088125054479,0.0621195016246978,515000,0.131868131868132
"356","kenmore",2016,507,33824,0.0149893566698202,-0.00790636825922431,558600,0.0846601941747565
"357","kent",1996,1709,27516,0.0621093182148568,-0.00616565211999209,147500,0.0498220640569402
"358","kent",1997,1924,31821,0.0604632161151441,-0.0265033033210619,159000,0.0779661016949149
"359","kent",1998,2100,34021,0.0617265806413686,0.0208947622603892,169500,0.0660377358490563
"360","kent",1999,2031,33331,0.0609342653985779,-0.0128358842261818,183000,0.0796460176991158
"361","kent",2000,1792,31196,0.0574432619566611,-0.0572913026698809,194950,0.065300546448088
"362","kent",2001,1921,30855,0.0622589531680441,0.0838338744588742,210000,0.0771992818671452
"363","kent",2002,1828,33613,0.0543837205842977,-0.126491567606191,214975,0.0236904761904753
"364","kent",2003,2175,39941,0.0544553215993591,0.00131658912431987,222500,0.0350040702407266
"365","kent",2004,2476,43322,0.0571534093532155,0.0495468151617371,248250,0.115730337078652
"366","kent",2005,2647,45181,0.0585865740023461,0.0250757507793369,282000,0.135951661631419
"367","kent",2006,2722,39609,0.0687217551566563,0.172994945120095,334330,0.185567375886524
"368","kent",2007,1906,31419,0.0606639294694293,-0.11725290876024,358000,0.0707983130439991
"369","kent",2008,1259,20255,0.0621574919772896,0.0246202730506091,317118,-0.114195530726256
"370","kent",2009,1162,19232,0.0604201331114809,-0.0279509164630301,264975,-0.164427752445462
"371","kent",2010,1277,20732,0.06159560100328,0.0194549040405163,261784,-0.0120426455325982
"372","kent",2011,1321,21948,0.0601877164206306,-0.0228569014624016,248200,-0.0518901078751952
"373","kent",2012,1611,28077,0.0573779249919863,-0.04668380187425,226506,-0.0874053182917006
"374","kent",2013,1728,33382,0.0517644239410461,-0.0978338106810983,250000,0.103723521672715
"375","kent",2014,1657,31845,0.0520332862301774,0.00519395887487417,269000,0.0760000000000014
"376","kent",2015,1866,34417,0.0542173925676265,0.0419751758093332,306000,0.137546468401486
"377","kent",2016,1935,33824,0.0572078997161779,0.0551577087522472,340000,0.111111111111112
"378","kirkland",1996,1298,27516,0.0471725541503125,-0.0301755489767311,175000,0.0310796877301514
"379","kirkland",1997,1477,31821,0.0464158888784136,-0.016040371048976,189990,0.0856571428571422
"380","kirkland",1998,1582,34021,0.046500690749831,0.00182700091426691,220500,0.160587399336809
"381","kirkland",1999,1582,33331,0.0474633224325703,0.020701449101437,249950,0.133560090702948
"382","kirkland",2000,1504,31196,0.0482113091421977,0.0157592572810314,254250,0.0172034406881374
"383","kirkland",2001,1502,30855,0.0486793064333171,0.00970720976978789,269950,0.0617502458210413
"384","kirkland",2002,1461,33613,0.0434653259155684,-0.107108767560012,285000,0.0557510650120399
"385","kirkland",2003,1743,39941,0.0436393680679002,0.00400416075724008,307000,0.0771929824561397
"386","kirkland",2004,1850,43322,0.0427034762937999,-0.0214460432296828,345950,0.126872964169381
"387","kirkland",2005,1934,45181,0.042805604125628,0.00239155780024713,4e+05,0.156236450354099
"388","kirkland",2006,1677,39609,0.0423388623797622,-0.0109037532678204,479950,0.199875000000001
"389","kirkland",2007,1282,31419,0.0408033355612846,-0.0362675502403573,515000,0.0730284404625481
"390","kirkland",2008,784,20255,0.0387064922241422,-0.0513890177922595,495000,-0.0388349514563118
"391","kirkland",2009,819,19232,0.0425852745424293,0.10021012226646,410000,-0.171717171717171
"392","kirkland",2010,830,20732,0.040034728921474,-0.0598926659123454,440250,0.0737804878048771
"393","kirkland",2011,952,21948,0.0433752505923091,0.0834405967225931,417000,-0.0528109028960805
"394","kirkland",2012,1246,28077,0.0443779606083271,0.0231171002432384,420000,0.00719424460431628
"395","kirkland",2013,1496,33382,0.044814570726739,0.00983844485926944,475000,0.13095238095238
"396","kirkland",2014,1427,31845,0.0448108023237557,-8.4088789028991e-05,518000,0.0905263157894733
"397","kirkland",2015,1562,34417,0.0453845483336723,0.0128037432976842,582750,0.125
"398","kirkland",2016,1598,33824,0.0472445600756859,0.040983370118362,660000,0.132561132561133
"399","lake forest park",1996,187,27516,0.00679604593690943,-0.119761027927186,182000,0.0127991096271554
"400","lake forest park",1997,241,31821,0.00757361490839383,0.114414908124944,187000,0.0274725274725287
"401","lake forest park",1998,273,34021,0.00802445548337791,0.0595277922679192,234000,0.251336898395721
"402","lake forest park",1999,227,33331,0.00681047673337134,-0.151284875655581,249950,0.0681623931623938
"403","lake forest park",2000,219,31196,0.00702013078599821,0.0307840494630227,250000,0.000200040008000224
"404","lake forest park",2001,215,30855,0.00696807648679306,-0.00741500419179719,271000,0.0840000000000005
"405","lake forest park",2002,246,33613,0.00731859697140987,0.0503037653621003,269975,-0.00378228782287826
"406","lake forest park",2003,255,39941,0.00638441701509727,-0.127644678339575,310000,0.148254468006297
"407","lake forest park",2004,320,43322,0.00738654725081945,0.156965034294037,345975,0.116048387096774
"408","lake forest park",2005,269,45181,0.00595383014984175,-0.193963032026737,380000,0.0983452561601283
"409","lake forest park",2006,235,39609,0.00593299502638289,-0.00349944874719166,439950,0.157763157894736
"410","lake forest park",2007,205,31419,0.0065247143448232,0.0997336616344764,480000,0.0910330719399934
"411","lake forest park",2008,121,20255,0.00597383362132807,-0.0844298607389923,425000,-0.114583333333335
"412","lake forest park",2009,109,19232,0.00566763727121464,-0.0512562567896481,410000,-0.0352941176470579
"413","lake forest park",2010,140,20732,0.00675284584217635,0.19147459850216,371375,-0.0942073170731714
"414","lake forest park",2011,157,21948,0.00715327136868963,0.0592973001119532,350000,-0.0575563783237959
"415","lake forest park",2012,208,28077,0.0074081988816469,0.0356378920661542,371500,0.0614285714285707
"416","lake forest park",2013,260,33382,0.00778862860224073,0.0513525253130425,415000,0.117092866756393
"417","lake forest park",2014,234,31845,0.00734809232218559,-0.0565614696184644,450000,0.0843373493975919
"418","lake forest park",2015,271,34417,0.0078740157480315,0.0715727841712097,5e+05,0.11111111111111
"419","lake forest park",2016,250,33824,0.00739120151371807,-0.0613174077578053,532500,0.0649999999999997
"420","maple valley",1996,826,27516,0.0300188980956534,0.00554682500296599,157000,-0.0335487842413061
"421","maple valley",1997,678,31821,0.0213066842651079,-0.29022430479575,158472.5,0.00937898089172085
"422","maple valley",1998,670,34021,0.0196937185855795,-0.0757023316936206,181950,0.148148732429917
"423","maple valley",1999,751,33331,0.0225315772104047,0.144099683992805,191500,0.0524869469634508
"424","maple valley",2000,657,31196,0.0210603923579946,-0.0652943572778716,205000,0.0704960835509136
"425","maple valley",2001,794,30855,0.0257332685140172,0.22187982429723,237000,0.15609756097561
"426","maple valley",2002,1049,33613,0.0312081635081665,0.212755522726041,253900,0.0713080168776363
"427","maple valley",2003,1439,39941,0.0360281415087254,0.154446063424962,260000,0.0240252067743219
"428","maple valley",2004,1406,43322,0.0324546419832879,-0.0991863408933261,275000,0.0576923076923073
"429","maple valley",2005,2015,45181,0.0445983931298555,0.374176093294167,379900,0.381454545454546
"430","maple valley",2006,1331,39609,0.0336034739579389,-0.246531733551546,379950,0.000131613582520895
"431","maple valley",2007,875,31419,0.0278493904961966,-0.171234779741661,370000,-0.0261876562705615
"432","maple valley",2008,591,20255,0.0291779807454949,0.0477062594773776,360000,-0.0270270270270274
"433","maple valley",2009,487,19232,0.0253223793677205,-0.132140788336416,300400,-0.165555555555556
"434","maple valley",2010,724,20732,0.0349218599266834,0.379090780513296,330000,0.0985352862849544
"435","maple valley",2011,666,21948,0.0303444505194095,-0.131075762198345,280000,-0.151515151515152
"436","maple valley",2012,805,28077,0.0286711543256046,-0.0551434006931387,273000,-0.0249999999999988
"437","maple valley",2013,821,33382,0.0245940926247678,-0.142200821583097,293214,0.0740439560439554
"438","maple valley",2014,890,31845,0.027947872507458,0.136365261929309,336750,0.148478585606417
"439","maple valley",2015,907,34417,0.0263532556585408,-0.0570568242177156,360000,0.0690423162583516
"440","maple valley",2016,927,33824,0.0274065752128666,0.0399692382593495,385950,0.0720833333333326
"441","medina",1996,63,27516,0.0022895769733973,-0.315651313361736,550000,0.459854014598539
"442","medina",1997,79,31821,0.0024826372521291,0.0843213750727663,510000,-0.0727272727272734
"443","medina",1998,80,34021,0.00235148878633785,-0.0528262699992819,615000,0.205882352941176
"444","medina",1999,89,33331,0.00267018691308392,0.135530362125349,725000,0.178861788617888
"445","medina",2000,75,31196,0.00240415437876651,-0.0996306786666686,736000,0.0151724137931031
"446","medina",2001,59,30855,0.00191216982660833,-0.204639334521687,890000,0.209239130434783
"447","medina",2002,63,33613,0.00187427483414155,-0.0198177964841089,780000,-0.123595505617978
"448","medina",2003,84,39941,0.00210310207556145,0.122088413743605,815000,0.0448717948717947
"449","medina",2004,87,43322,0.00200821753381654,-0.0451164700218297,875000,0.0736196319018401
"450","medina",2005,95,45181,0.00210265377039021,0.0470249039177542,1350000,0.542857142857144
"451","medina",2006,80,39609,0.00201974298770481,-0.0394314955000928,1300000,-0.0370370370370374
"452","medina",2007,65,31419,0.00206881186543175,0.0242946147235754,2140000,0.646153846153846
"453","medina",2008,37,20255,0.00182670945445569,-0.117024856160872,1606000,-0.249532710280374
"454","medina",2009,47,19232,0.00244384359400998,0.337839243153303,1500000,-0.0660024906600242
"455","medina",2010,44,20732,0.00212232297896971,-0.13156349932882,1200000,-0.200000000000001
"456","medina",2011,75,21948,0.00341716785128486,0.610107361200854,1320000,0.100000000000001
"457","medina",2012,65,28077,0.00231506215051466,-0.322520212273391,1450000,0.0984848484848486
"458","medina",2013,85,33382,0.00254628242765562,0.0998764880197989,1600000,0.103448275862069
"459","medina",2014,86,31845,0.00270058093892291,0.0605975635661706,2050000,0.281249999999998
"460","medina",2015,79,34417,0.00229537728448151,-0.150043143903331,2e+06,-0.0243902439024388
"461","medina",2016,78,33824,0.00230605487228004,0.00465177897800118,1857500,-0.071249999999999
"462","mercer island",1996,375,27516,0.0136284343654601,-0.0709552081978458,335000,0.00299401197604809
"463","mercer island",1997,406,31821,0.0127588699286635,-0.0638051601143902,400500,0.195522388059702
"464","mercer island",1998,449,34021,0.0131977308133212,0.0343965325386535,437500,0.0923845193508106
"465","mercer island",1999,494,33331,0.0148210374726231,0.12299892172853,539975,0.234228571428573
"466","mercer island",2000,392,31196,0.0125657135530196,-0.152170448510735,582500,0.0787536460021285
"467","mercer island",2001,313,30855,0.0101442229784476,-0.192706173378443,565000,-0.0300429184549358
"468","mercer island",2002,378,33613,0.0112456490048493,0.108576677458867,580000,0.0265486725663722
"469","mercer island",2003,412,39941,0.0103152149420395,-0.0827372490826083,591000,0.0189655172413796
"470","mercer island",2004,523,43322,0.012072388163058,0.170347707817235,652000,0.103214890016921
"471","mercer island",2005,509,45181,0.0112657975697749,-0.0668128445166565,779500,0.195552147239263
"472","mercer island",2006,450,39609,0.0113610543058396,0.00845539212600843,858250,0.101026298909558
"473","mercer island",2007,405,31419,0.0128902893153824,0.13460326553996,950000,0.106903582872123
"474","mercer island",2008,251,20255,0.012392001974821,-0.0386560245755504,975000,0.0263157894736852
"475","mercer island",2009,223,19232,0.0115952579034942,-0.0642950245606598,760000,-0.220512820512821
"476","mercer island",2010,270,20732,0.0130233455527687,0.123161352784068,816588.5,0.0744585526315784
"477","mercer island",2011,338,21948,0.0154000364497904,0.182494650655759,782400,-0.0418674767033834
"478","mercer island",2012,400,28077,0.0142465363108594,-0.074902429139815,811000,0.0365541922290396
"479","mercer island",2013,466,33382,0.0139596189563238,-0.0201394464082436,889875,0.0972564734895196
"480","mercer island",2014,488,31845,0.0153242267231905,0.0977539409303507,995000,0.118134569462003
"481","mercer island",2015,476,34417,0.0138303745242177,-0.0974830395005893,1100000,0.105527638190954
"482","mercer island",2016,396,33824,0.0117076631977294,-0.15348183975577,1222500,0.111363636363635
"483","milton",1996,28,27516,0.00101758976595435,0.0783676274299911,127450,0.0511340206185555
"484","milton",1997,24,31821,0.000754218912039219,-0.258818300583173,141173.5,0.107677520596312
"485","milton",1998,33,34021,0.000969989124364363,0.286084330266601,153000,0.0837728043860926
"486","milton",1999,28,33331,0.000840058804116288,-0.133950285610902,154797,0.011745098039216
"487","milton",2000,24,31196,0.000769329401205283,-0.0841957760152398,146000,-0.0568292667170555
"488","milton",2001,24,30855,0.000777831793874575,0.0110516934046341,183975,0.260102739726028
"489","milton",2002,12,33613,0.000357004730312677,-0.541025793591765,199250,0.0830275852697375
"490","milton",2003,47,39941,0.00117673568513557,2.29613471537184,224849,0.128476787954832
"491","milton",2004,47,43322,0.00108489912746411,-0.0780434882969393,250000,0.111857290892998
"492","milton",2005,33,45181,0.000730395520240809,-0.326761814300589,268000,0.0720000000000012
"493","milton",2006,21,39609,0.000530182534272514,-0.27411584603132,299000,0.115671641791044
"494","milton",2007,11,31419,0.000350106623380757,-0.339648893071981,271000,-0.0936454849498323
"495","milton",2008,8,20255,0.000394964206368798,0.128125490900115,199954,-0.262162361623616
"496","milton",2009,12,19232,0.00062396006655574,0.579788893510815,253625,0.268416735849245
"497","milton",2010,13,20732,0.000627049971059232,0.00495208695092964,235000,-0.0734351897486444
"498","milton",2011,9,21948,0.000410060142154183,-0.346048702527653,193500,-0.176595744680851
"499","milton",2012,13,28077,0.000463012430102931,0.129132979544348,2e+05,0.0335917312661504
"500","milton",2013,22,33382,0.000659037804804985,0.423369572731505,257984,0.289920000000001
"501","milton",2014,18,31845,0.000565237870937353,-0.142328608744059,246950,-0.042770094269413
"502","milton",2015,17,34417,0.000493941947293489,-0.126134371579936,299000,0.210771411216845
"503","milton",2016,11,33824,0.000325212866603595,-0.34159698647671,301500,0.00836120401337959
"504","newcastle",1996,253,27516,0.00919465038523041,0.0664879556281683,234450,0.0489932885906041
"505","newcastle",1997,265,31821,0.00832783382043305,-0.0942740102646807,279950,0.194071230539561
"506","newcastle",1998,218,34021,0.00640780694277064,-0.230555378392813,280000,0.00017860332202102
"507","newcastle",1999,204,33331,0.0061204284299901,-0.0448481852445261,341975,0.221339285714288
"508","newcastle",2000,269,31196,0.00862290037184254,0.408872021048449,390000,0.14043424226917
"509","newcastle",2001,199,30855,0.00644952195754335,-0.252047260269434,379950,-0.0257692307692308
"510","newcastle",2002,281,33613,0.00835986076815518,0.29619851256999,446950,0.176338991972628
"511","newcastle",2003,389,39941,0.00973936556420721,0.165015283664402,435000,-0.0267367714509442
"512","newcastle",2004,386,43322,0.00891002262130096,-0.0851536927573745,454250,0.0442528735632182
"513","newcastle",2005,366,45181,0.00810075031539807,-0.0908271886951421,550552.5,0.212003302146394
"514","newcastle",2006,309,39609,0.00780125729000985,-0.0369710228963531,677500,0.230582006257352
"515","newcastle",2007,225,31419,0.00716127184187912,-0.082036192928835,771800,0.139188191881919
"516","newcastle",2008,134,20255,0.00661565045667736,-0.076190570229573,596975,-0.226515936771185
"517","newcastle",2009,143,19232,0.00743552412645591,0.123929411801227,624000,0.0452699024247252
"518","newcastle",2010,179,20732,0.00863399575535404,0.161181862706076,589050,-0.0560096153846158
"519","newcastle",2011,150,21948,0.00683433570256971,-0.208438839186172,546450,-0.0723198370257201
"520","newcastle",2012,192,28077,0.00683833742921252,0.000585532642376707,550000,0.00649647726233016
"521","newcastle",2013,254,33382,0.0076088910191121,0.11268142262297,505550.5,-0.0808172727272722
"522","newcastle",2014,202,31845,0.00634322499607474,-0.16634040622454,581000,0.149242261653385
"523","newcastle",2015,248,34417,0.00720574134875207,0.135974422034702,680000,0.17039586919105
"524","newcastle",2016,248,33824,0.00733207190160833,0.0175319299905388,739975,0.088198529411764
"525","normandy park",1996,106,27516,0.00385230411397005,0.095275830647535,221450,0.0421176470588245
"526","normandy park",1997,111,31821,0.00348826246818139,-0.0944997162784993,242500,0.0950553172273658
"527","normandy park",1998,140,34021,0.00411510537609124,0.179700614167561,257750,0.0628865979381443
"528","normandy park",1999,124,33331,0.00372026041822928,-0.0959501450815845,260250,0.00969932104752602
"529","normandy park",2000,120,31196,0.00384664700602641,0.0339725109505351,315500,0.212295869356388
"530","normandy park",2001,118,30855,0.00382433965321666,-0.00579916815210846,322700,0.0228209191759108
"531","normandy park",2002,114,33613,0.00339154493797043,-0.113168482533241,334975,0.0380384257824613
"532","normandy park",2003,136,39941,0.00340502240805188,0.00397384387585675,339500,0.0135084707814008
"533","normandy park",2004,132,43322,0.00304695074096302,-0.105159856288206,382500,0.126656848306334
"534","normandy park",2005,128,45181,0.00283304929063102,-0.0702018078127504,444500,0.162091503267973
"535","normandy park",2006,117,39609,0.00295387411951829,0.04264833276528,530000,0.192350956130484
"536","normandy park",2007,110,31419,0.00350106623380757,0.185245576537471,548750,0.0353773584905672
"537","normandy park",2008,61,20255,0.00301160207356208,-0.139804313188663,5e+05,-0.0888382687927119
"538","normandy park",2009,70,19232,0.00363976705490849,0.208581667166744,460500,-0.078999999999999
"539","normandy park",2010,78,20732,0.00376229982635539,0.0336650037209558,408750,-0.112377850162867
"540","normandy park",2011,86,21948,0.0039183524694733,0.0414779922707751,416000,0.0177370030581039
"541","normandy park",2012,128,28077,0.00455889161947502,0.163471549584159,367750,-0.115985576923077
"542","normandy park",2013,109,33382,0.00326523276017015,-0.283766092130489,424000,0.152957171991843
"543","normandy park",2014,122,31845,0.00383105668079761,0.173287468976017,501000,0.181603773584905
"544","normandy park",2015,126,34417,0.00366098149170468,-0.0443938065300361,5e+05,-0.00199600798403288
"545","normandy park",2016,126,33824,0.00372516556291391,0.0175319299905397,562500,0.125
