"","region","saleYear","volume","volCS","volShare","volGrowth","medPrice","priceGrowth"
"546","north bend",1996,420,27516,0.0152638464893153,0.0374965511717118,203750,0.306089743589742
"547","north bend",1997,447,31821,0.0140473272367305,-0.0796993898907737,227568,0.116898159509203
"548","north bend",1998,446,34021,0.0131095499838335,-0.0667584115535428,215000,-0.0552274484989104
"549","north bend",1999,409,33331,0.0122708589601272,-0.0639755769450945,207500,-0.0348837209302335
"550","north bend",2000,363,31196,0.0116361071932299,-0.0517283891013547,220000,0.0602409638554218
"551","north bend",2001,314,30855,0.0101766326365257,-0.125426358873126,235750,0.0715909090909106
"552","north bend",2002,293,33613,0.00871686549846785,-0.143443041543868,245000,0.0392364793213136
"553","north bend",2003,342,39941,0.00856262987907163,-0.0176939313131916,245250,0.00102040816326587
"554","north bend",2004,407,43322,0.00939476478463598,0.0971821645121218,275000,0.121304791029562
"555","north bend",2005,389,45181,0.00860981385980833,-0.0835519507748984,325000,0.181818181818181
"556","north bend",2006,348,39609,0.00878588199651594,0.0204497030452109,369000,0.135384615384615
"557","north bend",2007,264,31419,0.00840255896113816,-0.0436294313456276,393500,0.0663956639566394
"558","north bend",2008,118,20255,0.00582572204393977,-0.306672875384305,380000,-0.0343074968233787
"559","north bend",2009,125,19232,0.0064995840266223,0.115670122535886,325000,-0.144736842105264
"560","north bend",2010,137,20732,0.00660814200270114,0.0167022959675864,345950,0.0644615384615379
"561","north bend",2011,177,21948,0.00806451612903226,0.220390864139392,282500,-0.183408006937419
"562","north bend",2012,280,28077,0.00997257541760159,0.236599351782598,320250,0.133628318584072
"563","north bend",2013,380,33382,0.0113833802648134,0.141468456054161,381450,0.191100702576113
"564","north bend",2014,383,31845,0.0120270058093892,0.0565408103395559,427000,0.11941276707301
"565","north bend",2015,377,34417,0.0109538890664497,-0.0892255944619025,399000,-0.0655737704918032
"566","north bend",2016,387,33824,0.0114415799432356,0.0445221668603144,475000,0.190476190476191
"567","pacific",1996,60,27516,0.00218054949847362,-0.339774921981638,125375,0.144977168949771
"568","pacific",1997,105,31821,0.00329970774017158,0.513245969642688,124000,-0.0109670987038873
"569","pacific",1998,75,34021,0.00220452073719173,-0.33190424401735,124950,0.00766129032257901
"570","pacific",1999,108,33331,0.00324022681587711,0.469810086706069,139250,0.114445778311325
"571","pacific",2000,82,31196,0.00262854212078472,-0.188778357149302,147850,0.0617594254937173
"572","pacific",2001,100,30855,0.00324096580781073,0.232989870005652,171000,0.156577612445045
"573","pacific",2002,115,33613,0.00342129533216315,0.0556406747389409,179000,0.0467836257309937
"574","pacific",2003,114,39941,0.00285420995969054,-0.165751657608016,182500,0.0195530726256992
"575","pacific",2004,153,43322,0.00353169290429805,0.237362686759372,181000,-0.00821917808219308
"576","pacific",2005,200,45181,0.00442663951661096,0.253404425742616,224710,0.241491712707183
"577","pacific",2006,141,39609,0.00355979701582974,-0.195824055138983,271000,0.20599884295314
"578","pacific",2007,158,31419,0.00502880422674178,0.412666004375993,271250,0.000922509225092183
"579","pacific",2008,83,20255,0.00409775364107628,-0.185143533867243,262000,-0.0341013824884796
"580","pacific",2009,81,19232,0.00421173044925125,0.0278144608383615,219950,-0.160496183206107
"581","pacific",2010,85,20732,0.00409994211846421,-0.0265421379962506,186570,-0.151761764037281
"582","pacific",2011,130,21948,0.00592309094222708,0.44467672252061,152750,-0.181272444658841
"583","pacific",2012,167,28077,0.00594792890978381,0.0041934131687309,201780,0.320981996726677
"584","pacific",2013,140,33382,0.00419387693966808,-0.294901300388857,188750,-0.064575280007929
"585","pacific",2014,102,31845,0.00320301460197833,-0.236264046833995,178250.5,-0.0556264900662242
"586","pacific",2015,113,34417,0.00328326117906848,0.0250534534062343,213000,0.19494755975439
"587","pacific",2016,126,33824,0.00372516556291391,0.134593125476177,245000,0.150234741784037
"588","redmond",1996,1118,27516,0.0406309056548917,0.0352665950143665,221630,0.108427106776694
"589","redmond",1997,1169,31821,0.0367367461739103,-0.0958423007859427,235000,0.0603257681721789
"590","redmond",1998,1145,34021,0.0336556832544605,-0.0838686938920556,263000,0.119148936170214
"591","redmond",1999,1064,33331,0.0319222345564189,-0.0515053783022456,283075,0.0763307984790864
"592","redmond",2000,1043,31196,0.0334337735607129,0.0473506640527463,309000,0.091583502605316
"593","redmond",2001,1199,30855,0.0388591800356506,0.162273231440227,338834,0.0965501618122984
"594","redmond",2002,1482,33613,0.0440900841936156,0.134611799661391,365000,0.0772236552412104
"595","redmond",2003,2115,39941,0.0529531058311009,0.201020746491764,412500,0.130136986301369
"596","redmond",2004,2149,43322,0.0496052813812843,-0.0632224379906016,443542,0.0752533333333343
"597","redmond",2005,2212,45181,0.0489586330537173,-0.0130358766155706,508485.5,0.146420181177882
"598","redmond",2006,1707,39609,0.0430962660001515,-0.119741232299799,578000,0.136708913036851
"599","redmond",2007,1386,31419,0.0441134345459754,0.0236022430764722,610500,0.0562283737024225
"600","redmond",2008,1095,20255,0.0540607257467292,0.225493464817089,662450,0.0850941850941855
"601","redmond",2009,852,19232,0.0443011647254576,-0.180529596790737,509067.5,-0.231538229300325
"602","redmond",2010,1081,20732,0.0521416168242331,0.17698072155358,540000,0.0607630618729338
"603","redmond",2011,1125,21948,0.0512575177692728,-0.016955727666453,530000,-0.018518518518518
"604","redmond",2012,1247,28077,0.0444135769491042,-0.133520722774276,530000,0
"605","redmond",2013,1458,33382,0.0436762327002576,-0.0166017758419139,578250,0.0910377358490566
"606","redmond",2014,1249,31845,0.0392212278222641,-0.102000667240864,620000,0.0722006052745356
"607","redmond",2015,1308,34417,0.0380044745329343,-0.0310228250590133,665000,0.0725806451612909
"608","redmond",2016,1238,33824,0.0366012298959319,-0.0369231427153761,720000,0.0827067669172925
"609","renton",1996,1682,27516,0.0611280709405437,0.0611614638181948,145000,0.035714285714286
"610","renton",1997,1925,31821,0.0604946419031457,-0.010362326630822,155000,0.0689655172413797
"611","renton",1998,2143,34021,0.0629905058640252,0.0412576036878674,175650,0.133225806451614
"612","renton",1999,2109,33331,0.0632744292100447,0.00450739904569786,185500,0.0560774267008255
"613","renton",2000,2004,31196,0.0642390050006411,0.0152443222742389,212950,0.147978436657681
"614","renton",2001,2184,30855,0.0707826932425863,0.101864719758344,232500,0.0918055881662356
"615","renton",2002,2532,33613,0.0753279980959748,0.0642149181553577,240000,0.0322580645161303
"616","renton",2003,3000,39941,0.075110788412909,-0.00288351859276781,259000,0.0791666666666655
"617","renton",2004,3485,43322,0.0804441161534555,0.0710061477617225,282500,0.0907335907335904
"618","renton",2005,3259,45181,0.0721320909231757,-0.103326702159594,315000,0.115044247787611
"619","renton",2006,2911,39609,0.0734933979651089,0.0188724189817695,365000,0.15873015873016
"620","renton",2007,2312,31419,0.0735860466596645,0.0012606396917394,4e+05,0.0958904109589038
"621","renton",2008,1311,20255,0.0647247593186868,-0.12042075560821,370000,-0.0750000000000001
"622","renton",2009,1388,19232,0.072171381031614,0.11505058947013,318500,-0.13918918918919
"623","renton",2010,1424,20732,0.0686860891375651,-0.0482918830737372,307062.5,-0.0359105180533742
"624","renton",2011,1375,21948,0.0626480772735557,-0.0879073468852838,265000,-0.136983513128436
"625","renton",2012,1918,28077,0.0683121416105709,0.0904108247773174,277496,0.0471547169811326
"626","renton",2013,2124,33382,0.0636271044275358,-0.0685827888363284,303809.5,0.0948247902672466
"627","renton",2014,2082,31845,0.0653791804050871,0.027536629134943,328000,0.0796239090614346
"628","renton",2015,2370,34417,0.0688613185344452,0.0532606574108585,359250,0.0952743902439037
"629","renton",2016,2306,33824,0.0681764427625355,-0.00994572550287631,4e+05,0.113430758524704
"630","sammamish",1996,1423,27516,0.0517153656054659,0.0794019997545499,251500,0.0702127659574476
"631","sammamish",1997,1607,31821,0.0505012413186261,-0.023477051213412,297000,0.180914512922465
"632","sammamish",1998,1836,34021,0.0539666676464537,0.0686206167876802,330475,0.112710437710437
"633","sammamish",1999,1872,33331,0.0561639314752033,0.040715203005387,339000,0.025796202435888
"634","sammamish",2000,1754,31196,0.0562251570714194,0.00109012304886735,357766.5,0.0553584070796458
"635","sammamish",2001,1455,30855,0.0471560525036461,-0.161299764022951,364990,0.0201905432733374
"636","sammamish",2002,1839,33613,0.0547109749204177,0.160211086714425,411620,0.127756924847255
"637","sammamish",2003,2036,39941,0.0509751884028943,-0.0682822143629774,420000,0.0203585831592259
"638","sammamish",2004,2068,43322,0.0477355616084207,-0.0635530126709578,458528.5,0.0917345238095228
"639","sammamish",2005,1958,45181,0.0433368008676213,-0.092148507162915,498687.5,0.0875823422099171
"640","sammamish",2006,1414,39609,0.0356989573076826,-0.176243825271498,617695,0.238641433763631
"641","sammamish",2007,1173,31419,0.0373340972023298,0.0458035757334376,630000,0.0199208347161617
"642","sammamish",2008,795,20255,0.0392495680078993,0.0513062039558292,620000,-0.0158730158730156
"643","sammamish",2009,706,19232,0.0367096505823627,-0.0647119842191737,530500,-0.144354838709678
"644","sammamish",2010,933,20732,0.0450028940767895,0.225914530998323,560000,0.055607917059378
"645","sammamish",2011,954,21948,0.0434663750683434,-0.0341426710429855,540000,-0.035714285714286
"646","sammamish",2012,1279,28077,0.045553299853973,0.048012395382599,531164,-0.0163629629629619
"647","sammamish",2013,1554,33382,0.0465520340303157,0.0219245187405592,618000,0.163482464926086
"648","sammamish",2014,1395,31845,0.0438059349976448,-0.0589898828240802,675000,0.0922330097087387
"649","sammamish",2015,1445,34417,0.0419850655199465,-0.0415667301199296,719000,0.0651851851851841
"650","sammamish",2016,1241,33824,0.0366899243140965,-0.126119636596361,8e+05,0.112656467315718
"651","seatac",1996,268,27516,0.00973978775984882,0.0512657955236822,111500,-0.00888888888888972
"652","seatac",1997,331,31821,0.0104019358285409,0.0679838293213855,122000,0.0941704035874451
"653","seatac",1998,357,34021,0.0104935187090327,0.00880440737198862,129950,0.0651639344262291
"654","seatac",1999,374,33331,0.0112207854549818,0.0693062800110291,142000,0.0927279722970376
"655","seatac",2000,336,31196,0.010770611616874,-0.0401196368929791,160250,0.128521126760563
"656","seatac",2001,327,30855,0.0105979581915411,-0.016030048382989,165950,0.0355694227769103
"657","seatac",2002,334,33613,0.0099366316603695,-0.062401315349539,169995,0.0243748116902693
"658","seatac",2003,378,39941,0.00946395934002654,-0.0475686667775087,187000,0.100032353892761
"659","seatac",2004,423,43322,0.00976409214717695,0.0317132392867585,202000,0.0802139037433136
"660","seatac",2005,508,45181,0.0112436643721919,0.151531980926939,234975,0.163242574257428
"661","seatac",2006,474,39609,0.011966977202151,0.0643307026976094,264975,0.1276731567188
"662","seatac",2007,370,31419,0.0117763136955345,-0.0159324701130207,294500,0.111425606189263
"663","seatac",2008,181,20255,0.00893606516909405,-0.241183157979011,250000,-0.151103565365026
"664","seatac",2009,175,19232,0.00909941763727122,0.018280133938831,210000,-0.159999999999999
"665","seatac",2010,168,20732,0.00810341501061161,-0.1094578429481,190000,-0.095238095238095
"666","seatac",2011,260,21948,0.0118461818844542,0.46187525493157,151000,-0.205263157894737
"667","seatac",2012,274,28077,0.00975887737293871,-0.176200613149005,160000,0.0596026490066213
"668","seatac",2013,341,33382,0.0102150859744773,0.0467480616985327,193900,0.211875
"669","seatac",2014,296,31845,0.00929502276652536,-0.0900690616065997,213998,0.103651366683859
"670","seatac",2015,346,34417,0.0100531713978557,0.0815650106916055,248450,0.160992158805222
"671","seatac",2016,325,33824,0.00960856196783349,-0.0442257883036844,286500,0.153149527067819
"672","seattle",1996,8324,27516,0.302514900421573,-0.00594328563374902,157500,0.0542168674698795
"673","seattle",1997,9509,31821,0.298827818107539,-0.0121881015080437,168950,0.0726984126984123
"674","seattle",1998,10393,34021,0.305487786955116,0.0222869774633236,195000,0.154187629476177
"675","seattle",1999,9813,33331,0.294410608742612,-0.0362606254178387,222500,0.141025641025642
"676","seattle",2000,9144,31196,0.293114501859213,-0.00440237832778767,245000,0.101123595505617
"677","seattle",2001,9102,30855,0.294992707826932,0.00640775518033498,259000,0.0571428571428572
"678","seattle",2002,9864,33613,0.29345788831702,-0.00520290661155176,273000,0.0540540540540555
"679","seattle",2003,11223,39941,0.280989459452693,-0.0424879662831141,291000,0.0659340659340644
"680","seattle",2004,12219,43322,0.282050690180509,0.00377676347676204,327900,0.12680412371134
"681","seattle",2005,13123,45181,0.290453951882428,0.0297934449177972,372393,0.13569075937786
"682","seattle",2006,11907,39609,0.300613496932515,0.034978160855595,419900,0.127572215374618
"683","seattle",2007,10364,31419,0.329864094974379,0.097303009812729,444000,0.0573946177661346
"684","seattle",2008,7015,20255,0.34633423845964,0.0499300885916072,419000,-0.0563063063063065
"685","seattle",2009,6808,19232,0.353993344425957,0.0221147813753033,385000,-0.081145584725538
"686","seattle",2010,6577,20732,0.317239050742813,-0.103827640439809,389950,0.0128571428571431
"687","seattle",2011,6618,21948,0.301530891197376,-0.0495152141851921,358000,-0.0819335812283624
"688","seattle",2012,8489,28077,0.302347116857214,0.00270693877034378,385000,0.0754189944134074
"689","seattle",2013,10383,33382,0.311035887604098,0.0287377330969796,424000,0.101298701298703
"690","seattle",2014,10227,31845,0.321149317004239,0.0325153135158929,453500,0.0695754716981127
"691","seattle",2015,10702,34417,0.310950983525583,-0.0317557377166128,525000,0.157662624035281
"692","seattle",2016,10650,33824,0.31486518448439,0.0125878391328014,6e+05,0.142857142857143
"693","shoreline",1996,740,27516,0.0268934438145079,-0.023374222599007,142500,0.0363636363636362
"694","shoreline",1997,968,31821,0.0304201627855819,0.131136755686582,155800,0.093333333333333
"695","shoreline",1998,1022,34021,0.030040269245466,-0.0124882152272993,172650,0.108151476251606
"696","shoreline",1999,941,33331,0.0282319762383367,-0.0601956324809665,189950,0.100202722270489
"697","shoreline",2000,882,31196,0.0282728554942941,0.00144797713105005,205000,0.0792313766780726
"698","shoreline",2001,928,30855,0.0300761626964836,0.0637822805890031,215000,0.0487804878048783
"699","shoreline",2002,893,33613,0.0265671020141017,-0.116672486373806,229000,0.0651162790697664
"700","shoreline",2003,1027,39941,0.0257129265666859,-0.0321516229719915,238950,0.0434497816593886
"701","shoreline",2004,1044,43322,0.0240986104057984,-0.0627822802161681,268000,0.121573550952083
"702","shoreline",2005,1080,45181,0.0239038533896992,-0.00808166997265403,307725,0.148227611940297
"703","shoreline",2006,973,39609,0.0245651240879598,0.0276637698315854,349777,0.136654480461452
"704","shoreline",2007,796,31419,0.0253349883828257,0.0313397274977825,377000,0.0778295885664291
"705","shoreline",2008,487,20255,0.0240434460627006,-0.0509786032110693,355000,-0.0583554376657824
"706","shoreline",2009,447,19232,0.0232425124792013,-0.0333119296381458,325000,-0.0845070422535215
"707","shoreline",2010,450,20732,0.0217055759212811,-0.0661260936955741,307500,-0.053846153846154
"708","shoreline",2011,446,21948,0.0203207581556406,-0.0638000931494646,269820.5,-0.122534959349593
"709","shoreline",2012,674,28077,0.0240054136837981,0.181324707470855,276000,0.0229022628006395
"710","shoreline",2013,818,33382,0.0245042238332035,0.0207790690873224,324975,0.177445652173915
"711","shoreline",2014,869,31845,0.0272884283246978,0.113621411167556,344950,0.0614662666358949
"712","shoreline",2015,985,34417,0.028619577534358,0.0487807210375504,4e+05,0.159588346137121
"713","shoreline",2016,883,33824,0.0261057237464522,-0.0878368586988364,450000,0.125
"714","skykomish",1996,12,27516,0.000436109899694723,-0.364533362407327,37000,0.138461538461537
"715","skykomish",1997,18,31821,0.000565664184029415,0.297067973979447,46375,0.25337837837838
"716","skykomish",1998,19,34021,0.000558478586755239,-0.0127029383811955,65000,0.401617250673855
"717","skykomish",1999,17,33331,0.000510035702499175,-0.0867408086987147,69000,0.0615384615384602
"718","skykomish",2000,10,31196,0.000320553917168868,-0.371506905108498,35759,-0.481753623188406
"719","skykomish",2001,16,30855,0.000518554529249716,0.617682709447415,64950,0.816325959898208
"720","skykomish",2002,13,33613,0.0003867551245054,-0.254166914586618,85000,0.308698999230178
"721","skykomish",2003,12,39941,0.000300443153651636,-0.223169559715965,109500,0.288235294117648
"722","skykomish",2004,22,43322,0.000507825123493837,0.690253604788944,104250,-0.0479452054794522
"723","skykomish",2005,13,45181,0.000287731568579713,-0.433404226635895,113000,0.0839328537170259
"724","skykomish",2006,15,39609,0.000378701810194653,0.316163575877277,110000,-0.0265486725663725
"725","skykomish",2007,8,31419,0.000254622998822369,-0.327642509309653,111250,0.0113636363636376
"726","skykomish",2008,4,20255,0.000197482103184399,-0.224413725006173,207500,0.865168539325841
"727","skykomish",2009,9,19232,0.000467970049916805,1.36968334026623,70000,-0.662650602409639
"728","skykomish",2010,9,20732,0.000434111518425622,-0.0723519197376041,115000,0.642857142857145
"729","skykomish",2011,7,21948,0.00031893566611992,-0.265313974444647,120000,0.043478260869565
"730","skykomish",2012,10,28077,0.000356163407771486,0.116724924824081,81475,-0.321041666666667
"731","skykomish",2013,14,33382,0.000419387693966808,0.177514828350608,80000,-0.0181037127953366
"732","skykomish",2014,12,31845,0.000376825247291569,-0.101487113922347,144500,0.806250000000001
"733","skykomish",2015,20,34417,0.000581108173286457,0.542115814858937,150000,0.0380622837370239
"734","skykomish",2016,14,33824,0.000413907284768212,-0.287727649006623,147775,-0.0148333333333333
"735","snoqualmie",1996,79,27516,0.00287105683965693,0.195282484995742,124000,-0.0075553848123957
"736","snoqualmie",1997,138,31821,0.00433675874422551,0.510509539317838,247000,0.991935483870964
"737","snoqualmie",1998,200,34021,0.00587872196584463,0.355556606341608,225000,-0.0890688259109298
"738","snoqualmie",1999,235,33331,0.00705049353454742,0.199324202694188,279000,0.239999999999999
"739","snoqualmie",2000,428,31196,0.0137197076548275,0.945921599332158,315000,0.129032258064516
"740","snoqualmie",2001,259,30855,0.00839410144222979,-0.388171989271495,313500,-0.00476190476190375
"741","snoqualmie",2002,437,33613,0.01300092226222,0.548816433979913,381950,0.218341307814991
"742","snoqualmie",2003,600,39941,0.0150221576825818,0.155468618271448,353225,-0.0752061788192181
"743","snoqualmie",2004,733,43322,0.0169198097964083,0.126323538463906,427950,0.211550711302995
"744","snoqualmie",2005,613,45181,0.0135676501184126,-0.198120411419003,444950,0.0397242668536044
"745","snoqualmie",2006,608,39609,0.0153500467065566,0.131371060764981,477975,0.0742218226767057
"746","snoqualmie",2007,557,31419,0.0177281262930074,0.154923280164031,540000,0.129766201161147
"747","snoqualmie",2008,402,20255,0.0198469513700321,0.119517711122151,524375,-0.0289351851851851
"748","snoqualmie",2009,247,19232,0.0128431780366057,-0.352889126538688,450000,-0.141835518474373
"749","snoqualmie",2010,474,20732,0.0228632066370828,0.780182955645246,569000,0.264444444444444
"750","snoqualmie",2011,280,21948,0.0127574266447968,-0.442010613502264,420173,-0.261558875219684
"751","snoqualmie",2012,377,28077,0.013427360472985,0.0525132416466967,419088,-0.00258226968415376
"752","snoqualmie",2013,423,33382,0.0126714996105686,-0.056292587358266,429265,0.0242836826633068
"753","snoqualmie",2014,489,31845,0.0153556288271314,0.211824117038536,507250,0.181670995771843
"754","snoqualmie",2015,505,34417,0.014672981375483,-0.0444558447806587,535000,0.0547067520946278
"755","snoqualmie",2016,379,33824,0.0112050614947966,-0.236347323828882,573900,0.0727102803738329
"756","tukwila",1996,167,27516,0.0060691961040849,0.00352651043003749,114000,0.140570285142572
"757","tukwila",1997,232,31821,0.00729078281637912,0.201276526799329,110000,-0.0350877192982472
"758","tukwila",1998,289,34021,0.00849475324064548,0.165135960649051,130000,0.181818181818183
"759","tukwila",1999,324,33331,0.00972068044763133,0.144315811449362,142975,0.0998076923076916
"760","tukwila",2000,273,31196,0.00875112193871009,-0.0997418353730064,151800,0.0617240776359507
"761","tukwila",2001,263,30855,0.00852374007454221,-0.0259831671596372,162300,0.0691699604743086
"762","tukwila",2002,281,33613,0.00835986076815518,-0.0192262205268902,190000,0.170671595810228
"763","tukwila",2003,290,39941,0.00726070954658121,-0.131479608579238,181250,-0.0460526315789476
"764","tukwila",2004,332,43322,0.00766354277272517,0.0554812478807452,210000,0.158620689655173
"765","tukwila",2005,365,45181,0.00807861711781501,0.0541622011385001,243450,0.159285714285713
"766","tukwila",2006,313,39609,0.00790224443939509,-0.0218320383114814,264750,0.0874922982131865
"767","tukwila",2007,205,31419,0.0065247143448232,-0.174321372255265,284000,0.0727101038715774
"768","tukwila",2008,160,20255,0.00789928412737596,0.210671258526952,281799,-0.00775000000000015
"769","tukwila",2009,124,19232,0.00644758735440932,-0.183775738352745,226869,-0.194926170781302
"770","tukwila",2010,123,20732,0.0059328574184835,-0.0798329526429459,193000,-0.149288796618313
"771","tukwila",2011,164,21948,0.00747220703480955,0.259461758094892,157000,-0.186528497409327
"772","tukwila",2012,197,28077,0.00701641913309827,-0.0609977613826787,169900,0.082165605095543
"773","tukwila",2013,249,33382,0.00745910969983824,0.0630935179815137,182016,0.0713125367863445
"774","tukwila",2014,221,31845,0.00693986497095305,-0.0696121587937562,196700,0.0806742264416314
"775","tukwila",2015,224,34417,0.00650841154080832,-0.0621702917780953,253000,0.28622267412303
"776","tukwila",2016,249,33824,0.0073616367076632,0.131095761462698,305000,0.205533596837945
"777","woodinville",1996,749,27516,0.027220526239279,0.000976890761119398,248000,0.0247933884297511
"778","woodinville",1997,845,31821,0.0265547908613809,-0.0244571090230234,287950,0.16108870967742
"779","woodinville",1998,777,34021,0.0228388348373064,-0.139935427978786,304000,0.0557388435492272
"780","woodinville",1999,706,33331,0.0211814827037893,-0.0725672804818346,330000,0.0855263157894743
"781","woodinville",2000,644,31196,0.0206436722656751,-0.0253905944940278,355000,0.0757575757575752
"782","woodinville",2001,584,30855,0.0189272403176146,-0.083145669334928,350000,-0.0140845070422532
"783","woodinville",2002,665,33613,0.0197840121381608,0.0452666002105351,364500,0.0414285714285709
"784","woodinville",2003,818,39941,0.0204802083072532,0.0351898373409052,397301,0.0899890260631004
"785","woodinville",2004,850,43322,0.0196205161349891,-0.0419767298929077,425500,0.0709764133490718
"786","woodinville",2005,792,45181,0.0175294924857794,-0.106573325330664,485000,0.139835487661577
"787","woodinville",2006,677,39609,0.017092075033452,-0.0249532296888952,593950,0.224639175257731
"788","woodinville",2007,520,31419,0.016550494923454,-0.0316860363026771,605500,0.0194460813199757
"789","woodinville",2008,315,20255,0.0155517156257714,-0.0603473976036304,544500,-0.100743187448389
"790","woodinville",2009,289,19232,0.0150270382695507,-0.0337375868261893,475000,-0.127640036730946
"791","woodinville",2010,375,20732,0.0180879799344009,0.203695605876812,524550,0.104315789473685
"792","woodinville",2011,379,21948,0.0172680882084928,-0.0453279873640724,475000,-0.0944619197407305
"793","woodinville",2012,502,28077,0.0178794030701286,0.0354014210638045,483750,0.0184210526315798
"794","woodinville",2013,610,33382,0.0182733209514109,0.0220319369576993,535000,0.105943152454779
"795","woodinville",2014,558,31845,0.0175223739990579,-0.0410952642023736,546500,0.0214953271028033
"796","woodinville",2015,609,34417,0.0176947438765726,0.00983713037536771,585000,0.070448307410796
"797","woodinville",2016,560,33824,0.0165562913907285,-0.0643384551811134,689500,0.17863247863248
"798","yarrow point",1996,16,27516,0.000581479866259631,-0.410581669479259,385000,-0.0833333333333345
"799","yarrow point",1997,22,31821,0.000691367336035951,0.188978976147827,682500,0.772727272727274
"800","yarrow point",1998,30,34021,0.000881808294876694,0.275455534148694,535000,-0.216117216117216
"801","yarrow point",1999,36,33331,0.00108007560529237,0.224841738921724,732500,0.369158878504674
"802","yarrow point",2000,26,31196,0.000833440184639056,-0.228350144605433,1177000,0.606825938566553
"803","yarrow point",2001,27,30855,0.000875060768108896,0.0499382969971205,1050000,-0.107901444350043
"804","yarrow point",2002,20,33613,0.000595007883854461,-0.320038212728541,772500,-0.264285714285714
"805","yarrow point",2003,25,39941,0.000625923236774242,0.0519578878846301,935000,0.210355987055016
"806","yarrow point",2004,25,43322,0.000577074003970269,-0.0780434882969393,1350000,0.443850267379679
"807","yarrow point",2005,42,45181,0.000929594298488303,0.61087536796441,1291750,-0.0431481481481476
"808","yarrow point",2006,26,39609,0.000656416471004065,-0.293867795799175,1327500,0.0276756338300754
"809","yarrow point",2007,35,31419,0.00111397561984786,0.697056166405923,1445000,0.0885122410546122
"810","yarrow point",2008,16,20255,0.000789928412737596,-0.290892548577071,1825000,0.262975778546714
"811","yarrow point",2009,18,19232,0.000935940099833611,0.184841670133111,1100000,-0.397260273972602
"812","yarrow point",2010,20,20732,0.000964692263168049,0.0307200891804402,1257500,0.143181818181818
"813","yarrow point",2011,21,21948,0.000956806998359759,-0.00817386550027399,1375000,0.0934393638170969
"814","yarrow point",2012,29,28077,0.00103287388253731,0.0795007606632783,1719000,0.250181818181819
"815","yarrow point",2013,26,33382,0.000778862860224073,-0.245926464603059,1382500,-0.195753344968005
"816","yarrow point",2014,23,31845,0.000722248390642173,-0.0726886239839608,1544500,0.117179023508137
"817","yarrow point",2015,37,34417,0.00107505012057995,0.488477003907321,1939999,0.256069278083522
"818","yarrow point",2016,33,33824,0.000975638599810785,-0.0924715219003303,2240000,0.154639770432872
